route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
164,2,"164","PUSZKINA - KACZA|KACZA - PUSZKINA","PUSZKINA - Literacka - Koszalińska - Golęcińska - Wojska Polskiego - Nad Wierzbakiem - Kościelna - Kraszewskiego - Matejki - Chociszewskiego - Arciszewskiego - Ściegiennego - Promienista - Mrągowska - Kacza - KACZA|KACZA - Mrągowska - Promienista - Ściegiennego - Arciszewskiego - Chociszewskiego - Matejki - Kraszewskiego - Kościelna - Nad Wierzbakiem - Wojska Polskiego - Golęcińska - Koszalińska - Literacka - PUSZKINA^W - kurs skrócony do przystanku: Wojska Polskiego",3,525252,FFFFFF
165,2,"165","STAROŁĘKA - RONDO RATAJE|RONDO RATAJE - STAROŁĘKA","STAROŁĘKA - Forteczna - Obodrzycka - Kurlandzka - Inflancka - Piłsudskiego - Krzywoustego - RONDO RATAJE|RONDO RATAJE - Jana Pawła II - Piłsudskiego - Inflancka - Kurlandzka - Obodrzycka - Forteczna - Starołęcka - STAROŁĘKA",3,525252,FFFFFF
166,2,"166","ZIELINIEC - RONDO RATAJE|RONDO RATAJE - ZIELINIEC","ZIELINIEC - Sarnia - Warszawska - Browarna - Abpa Dymka - Szwajcarska - Kurlandzka - Chartowo - Wiatraczna - Piłsudskiego - Krzywoustego - RONDO RATAJE|RONDO RATAJE - Jana Pawła II - Piłsudskiego - Inflancka - Bobrzańska - Żegrze - Chartowo - Kurlandzka - Szwajcarska - Abpa Dymka - Browarna - Światopełka - Warszawska - Sośnicka - Sarnia - ZIELINIEC",3,525252,FFFFFF
167,2,"167","RADOJEWO - RONDO ŚRÓDKA|RONDO ŚRÓDKA - RADOJEWO","RADOJEWO - Radojewo - Naramowicka - Szelągowska - Garbary - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Wyszyńskiego - Garbary - Szelągowska - Naramowicka - Radojewo - RADOJEWO",3,525252,FFFFFF
168,2,"168","PODOLANY - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - PODOLANY","PODOLANY - Zakopiańska - Kosowska - Strzeszyńska - Juraszów - Piątkowska - Aleje Solidarności - Księcia Mieszka I - Przepadek - al. Niepodległości - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - al. Niepodległości - Księcia Mieszka I - Aleje Solidarności - Piątkowska - Juraszów - Strzeszyńska - Kosowska - Zakopiańska - PODOLANY",3,525252,FFFFFF
169,2,"169","OS. ŁOKIETKA - OS. KOPERNIKA|OS. KOPERNIKA - OS. ŁOKIETKA","OS. ŁOKIETKA - Łużycka - Naramowicka - Murawa - Słowiańska - Księcia Mieszka I - Przepadek - al. Niepodległości - Święty Marcin - Bukowska - Przybyszewskiego - Marcelińska - Grochowska - Promienista - OS. KOPERNIKA|OS. KOPERNIKA - Grochowska - Marcelińska - Bukowska - Zwierzyniecka - Święty Marcin - al. Niepodległości - Księcia Mieszka I - Słowiańska - Murawa - Naramowicka - Łużycka - OS. ŁOKIETKA",3,525252,FFFFFF
170,2,"170","POŁABSKA - PUSZKINA|PUSZKINA - POŁABSKA","POŁABSKA - Aleje Solidarności - Dojazd - Wojska Polskiego - Golęcińska - Koszalińska - Literacka - PUSZKINA|PUSZKINA - Koszalińska - Golęcińska - Wojska Polskiego - Dojazd - Aleje Solidarności - POŁABSKA",3,525252,FFFFFF
171,2,"171","OS. WICHROWE WZGÓRZE - OS. DĘBINA|OS. DĘBINA - OS. WICHROWE WZGÓRZE","OS. WICHROWE WZGÓRZE - Murawa - Aleje Solidarności - Księcia Mieszka I - Przepadek - al. Niepodległości - Towarowa - Al. Króla Przemysła II - Przemysłowa - Robocza - 28 Czerwca 1956 r. - Rolna - Wspólna - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - OS. DĘBINA^L - kurs skrócony do przystanku: Libelta|OS. DĘBINA - Łozowa - Czechosłowacka - Dolna Wilda - Rolna - 28 Czerwca 1956 r. - Robocza - Przemysłowa - Towarowa - Składowa - al. Niepodległości - Księcia Mieszka I - Aleje Solidarności - Murawa - OS. WICHROWE WZGÓRZE^U - kurs skrócony do przystanku: Urząd Wojewódzki",3,525252,FFFFFF
173,2,"173","JANIKOWO - RONDO ŚRÓDKA|RONDO ŚRÓDKA - JANIKOWO","JANIKOWO - Janikowska - Gnieźnieńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gnieźnieńska - Bogucin/Gnieźnieńska - Janikowska - JANIKOWO^O - kurs wydłużony do przystanku: Janikowo Ogrodnicza",3,525252,FFFFFF
174,2,"174","OS. SOBIESKIEGO - OS. ORŁA BIAŁEGO|OS. ORŁA BIAŁEGO - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szymanowskiego - Opieńskiego - Umultowska - Połabska - Aleje Solidarności - Murawa - Słowiańska - Szelągowska - Garbary - Królowej Jadwigi - Krzywoustego - Zamenhofa - Orla - Pawia - Inflancka - Kurlandzka - OS. ORŁA BIAŁEGO^M - kurs skrócony do przystanku: Małe Garbary|OS. ORŁA BIAŁEGO - Inflancka - Pawia - Orla - Zamenhofa - Krzywoustego - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - Szelągowska - Słowiańska - Murawa - Aleje Solidarności - Połabska - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^R - kurs skrócony do Ronda Rataje",3,525252,FFFFFF
175,2,"175","DĘBIEC - GÓRCZYN|GÓRCZYN - DĘBIEC","DĘBIEC - Opolska - Leszczyńska - Zgoda - GÓRCZYN|GÓRCZYN - Czechosłowacka - Leszczyńska - Opolska - DĘBIEC",3,525252,FFFFFF
176,2,"176","GARBARY - OS. DĘBINA|OS. DĘBINA - GARBARY","GARBARY - Garbary - Droga Dębińska - Żelazka - Dolna Wilda - Rolna - Wspólna - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - OS. DĘBINA|OS. DĘBINA - Łozowa - Czechosłowacka - Dolna Wilda - Rolna - Dolna Wilda - Żelazka - Droga Dębińska - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - GARBARY",3,525252,FFFFFF
177,2,"177","JUNIKOWO - RONDO KAPONIERA|RONDO KAPONIERA - JUNIKOWO","JUNIKOWO - Grunwaldzka - Malwowa - Złotowska - Brzechwy - Leśnych Skrzatów - Bukowska - Zwierzyniecka - RONDO KAPONIERA|RONDO KAPONIERA - Bukowska - Leśnych Skrzatów - Brzechwy - Złotowska - Malwowa - Grunwaldzka - JUNIKOWO",3,525252,FFFFFF
178,2,"178","SZARYCH SZEREGÓW - RONDO ŚRÓDKA|RONDO ŚRÓDKA - SZARYCH SZEREGÓW","SZARYCH SZEREGÓW - Szarych Szeregów - Obornicka - Piątkowska - Aleje Solidarności - Murawa - Lechicka - Serbska - Prymasa Hlonda - Podwale - Jana Pawła II - RONDO ŚRÓDKA^P - kurs skrócony do przystanku: Piątkowska|RONDO ŚRÓDKA - Podwale - Prymasa Hlonda - Lechicka - Murawa - Aleje Solidarności - Piątkowska - Obornicka - Szarych Szeregów - SZARYCH SZEREGÓW",3,525252,FFFFFF
179,2,"179","DĘBIEC - KACZA|KACZA - DĘBIEC","DĘBIEC - Opolska - Jesionowa - Górecka - Dmowskiego - Hetmańska - Arciszewskiego - Ściegiennego - Promienista - Mrągowska - Kacza - KACZA|KACZA - Mrągowska - Promienista - Ściegiennego - Arciszewskiego - Hetmańska - Dmowskiego - Górecka - Jesionowa - Opolska - DĘBIEC",3,525252,FFFFFF
180,2,"180","SYCOWSKA CENTRUM HANDLOWE - GÓRCZYN|GÓRCZYN - SYCOWSKA CENTRUM HANDLOWE","SYCOWSKA CENTRUM HANDLOWE - Opłotki - Marii Lange  - Sycowska - Wołowska - Krzepicka - Wołowska - Fabianowo - Lerczakówny - Kowalewicka - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN|GÓRCZYN - Głogowska - Lerczakówny - Fabianowo - Wołowska - Krzepicka - Wołowska - Sycowska - Marii Lange  - Opłotki - SYCOWSKA CENTRUM HANDLOWE^R - kurs skrócony do pętli: Rudnicze",3,525252,FFFFFF
181,2,"181","SZWAJCARSKA CENTRUM HANDLOWE - RONDO RATAJE|RONDO RATAJE - SZWAJCARSKA CENTRUM HANDLOWE","SZWAJCARSKA CENTRUM HANDLOWE - Szwajcarska - Kurlandzka - Chartowo - Piaśnicka - Piłsudskiego - Krzywoustego - RONDO RATAJE|RONDO RATAJE - Jana Pawła II - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Kurlandzka - Szwajcarska - SZWAJCARSKA CENTRUM HANDLOWE",3,525252,FFFFFF
182,2,"182","OS. WICHROWE WZGÓRZE - GÓRCZYN|GÓRCZYN - OS. WICHROWE WZGÓRZE","OS. WICHROWE WZGÓRZE - Murawa - Słowiańska - Maczka - Wojska Polskiego - Niestachowska - Żeromskiego - Dąbrowskiego - Szpitalna - Grochowska - Arciszewskiego - Ściegiennego - Zgoda - GÓRCZYN|GÓRCZYN - Ściegiennego - Arciszewskiego - Grochowska - Szpitalna - Dąbrowskiego - Żeromskiego - Niestachowska - Wojska Polskiego - Maczka - Piątkowska - Słowiańska - Murawa - OS. WICHROWE WZGÓRZE",3,525252,FFFFFF
183,2,"183","SZARYCH SZEREGÓW - RONDO ŚRÓDKA|RONDO ŚRÓDKA - SZARYCH SZEREGÓW","SZARYCH SZEREGÓW - Szarych Szeregów - Strzeszyńska - Jasielska - Druskienicka - Szczawnicka - Lutycka - Dojazd - Aleje Solidarności - Serbska - Prymasa Hlonda - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Prymasa Hlonda - Serbska - Aleje Solidarności - Dojazd - Lutycka - Szczawnicka - Druskienicka - Jasielska - Strzeszyńska - Szarych Szeregów - SZARYCH SZEREGÓW",3,525252,FFFFFF
184,2,"184","RONDO RATAJE - TERMY MALTAŃSKIE|TERMY MALTAŃSKIE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Zamenhofa - Orla - Pawia - Inflancka - Kurlandzka - Szwajcarska - Kurlandzka - Chartowo - Abpa Baraniaka - Jana Pawła II - Warszawska - Termalna - TERMY MALTAŃSKIE^N - kurs wydłużony do przystanku: Nowe ZOO^S - kurs skrócony do przystanku: Rondo Śródka|TERMY MALTAŃSKIE - Jana Pawła II - Abpa Baraniaka - Chartowo - Kurlandzka - Szwajcarska - Kurlandzka - Inflancka - Pawia - Orla - Zamenhofa - Krzywoustego - RONDO RATAJE^S - kurs skrócony do przystanku: Rondo Śródka",3,525252,FFFFFF
185,2,"185","OS. SOBIESKIEGO - RONDO ŚRÓDKA|RONDO ŚRÓDKA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Jaroczyńskiego - Kurpińskiego - Wiechowicza - Umultowska - Lechicka - Murawa - Aleje Solidarności - Serbska - Bałtycka - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Bałtycka - Serbska - Murawa - Lechicka - Umultowska - Wiechowicza - Kurpińskiego - Jaroczyńskiego - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
186,2,"186","KIEKRZ - OGRODY|OGRODY - KIEKRZ","KIEKRZ - Wilków Morskich - Chojnicka - Słupska - Sianowska - Dąbrowskiego - OGRODY^P - kurs z wjazdem na przystanek: Psarskie/Przejazd Kolejowy|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Słupska - Chojnicka - Wilków Morskich - KIEKRZ^P - kurs z wjazdem na przystanek: Psarskie/Przejazd Kolejowy",3,525252,FFFFFF
187,2,"187","UAM OS. RÓŻANY POTOK - PIĄTKOWSKA|PIĄTKOWSKA - UAM OS. RÓŻANY POTOK","UAM OS. RÓŻANY POTOK - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Wiechowicza - Kurpińskiego - Witosa - Wojciechowskiego - Piątkowska - PIĄTKOWSKA|PIĄTKOWSKA - Wojciechowskiego - Kurpińskiego - Wiechowicza - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - UAM OS. RÓŻANY POTOK",3,525252,FFFFFF
188,2,"188","OS. SOBIESKIEGO - OS. SOBIESKIEGO|RADOJEWO - OS. SOBIESKIEGO|OS. SOBIESKIEGO - OS. SOBIESKIEGO|OS. SOBIESKIEGO - RADOJEWO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Opieńskiego - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - Dzięgielowa - Naramowicka - Radojewo - Jaśkowiaka - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^S - Kurs wykonywany tylko w dni nauki szkolnej |RADOJEWO - Radojewo - Jaśkowiaka - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^S - Kurs wykonywany tylko w dni nauki szkolnej |OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Jaśkowiaka - Radojewo - Naramowicka - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^R - kurs skrócony do przystanku Radojewo przez przystanek Morasko^S - Kurs wykonywany tylko w dni nauki szkolnej |OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Jaśkowiaka - Radojewo - RADOJEWO^R - kurs skrócony do przystanku Radojewo przez przystanek Morasko^S - Kurs wykonywany tylko w dni nauki szkolnej ",3,525252,FFFFFF
189,2,"189","STAROŁĘKA - STAROŁĘKA","STAROŁĘKA - Książęca - św. Antoniego - Minikowo - Sandomierska - Ożarowska - Czernichowska - Starołęcka - Książęca - STAROŁĘKA",3,525252,FFFFFF
190,2,"190","AWF - OS. SOBIESKIEGO|OS. SOBIESKIEGO - AWF","AWF - Kazimierza Wielkiego - Mostowa - Garbary - Szelągowska - Słowiańska - Piątkowska - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - OS. SOBIESKIEGO^M - kurs skrócony do przystanku: Małe Garbary|OS. SOBIESKIEGO - Jaroczyńskiego - Witosa - Wojciechowskiego - Piątkowska - Słowiańska - Szelągowska - Garbary - Kazimierza Wielkiego - AWF^M - kurs skrócony do przystanku: Małe Garbary",3,525252,FFFFFF
191,2,"191","OS. SOBIESKIEGO - OS. KOPERNIKA|OS. KOPERNIKA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szymanowskiego - Opieńskiego - Umultowska - Połabska - Aleje Solidarności - Witosa - Niestachowska - Żeromskiego - Dąbrowskiego - Szpitalna - Bukowska - Bułgarska - Jugosłowiańska - Promienista - OS. KOPERNIKA|OS. KOPERNIKA - Jugosłowiańska - Bułgarska - Bukowska - Szpitalna - Dąbrowskiego - Żeromskiego - Niestachowska - Witosa - Aleje Solidarności - Połabska - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
192,2,"192","RONDO RATAJE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Piłsudskiego - Inflancka - Piaśnicka - Kurlandzka - Bobrzańska - Krzywoustego - Klenowska - Chartowo - Piaśnicka - Piłsudskiego - Krzywoustego - RONDO RATAJE",3,525252,FFFFFF
193,2,"193","OS. SOBIESKIEGO - GÓRCZYN|GÓRCZYN - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Jaroczyńskiego - Witosa - Wojciechowskiego - Piątkowska - Aleje Solidarności - Witosa - Niestachowska - Żeromskiego - Przybyszewskiego - Reymonta - Arciszewskiego - Ściegiennego - Zgoda - GÓRCZYN|GÓRCZYN - Ściegiennego - Arciszewskiego - Przybyszewskiego - Żeromskiego - Niestachowska - Witosa - Aleje Solidarności - Piątkowska - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
194,2,"194","STAROŁĘKA - STAROŁĘKA","STAROŁĘKA - Książęca - Starołęcka - Czernichowska - Ożarowska - Sandomierska - Minikowo - św. Antoniego - Książęca - STAROŁĘKA",3,525252,FFFFFF
195,2,"195","OGRODY - KIEKRZ|KIEKRZ - OGRODY","OGRODY - Szpitalna - Dąbrowskiego - Żeromskiego - Niestachowska - Wojska Polskiego - Golęcińska - Koszalińska - Psarskie - Chojnicka - Wilków Morskich - KIEKRZ|KIEKRZ - Chojnicka - Psarskie - Koszalińska - Golęcińska - Wojska Polskiego - Niestachowska - Żeromskiego - Przybyszewskiego - Szpitalna - OGRODY",3,525252,FFFFFF
196,2,"196","RONDO RATAJE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Piłsudskiego - Inflancka - Bobrzańska - Torowa - Ostrowska - Tarnowska - Pabianicka - Pokrzywno - Torowa - Wiatraczna - Piłsudskiego - Krzywoustego - RONDO RATAJE",3,525252,FFFFFF
198,2,"198","RADOJEWO - OS. SOBIESKIEGO|UAM OS. RÓŻANY POTOK - OS. SOBIESKIEGO|OS. SOBIESKIEGO - UAM OS. RÓŻANY POTOK","RADOJEWO - Radojewo - Naramowicka - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^P - kurs bez wjazdu na przystanek: UAM Wydział Historyczny|UAM OS. RÓŻANY POTOK - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO^P - kurs bez wjazdu na przystanek: UAM Wydział Historyczny|OS. SOBIESKIEGO - Szymanowskiego - Opieńskiego - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - UAM OS. RÓŻANY POTOK^R - kurs wydłużony do pętli: Radojewo^T - kurs wydłużony do pętli: Radojewo z pominięciem przystanków: UAM Wydział Historyczny^U - kurs bez wjazdu na przystanek: UAM Wydział Historyczny",3,525252,FFFFFF
201,2,"201","OS. SOBIESKIEGO - OS. SOBIESKIEGO","OS. SOBIESKIEGO - trasa PST - Fredry - Gwarna - Święty Marcin - al. Marcinkowskiego - Podgórna - Zielona - Mostowa - Kórnicka - Trasa Kórnicka - Chartowo - Żegrze - Hetmańska - Zamenhofa - Jana Pawła II - Kórnicka - Mostowa - Zielona - Podgórna - al. Marcinkowskiego - pl. Wolności - Fredry - Roosevelta - trasa PST - OS. SOBIESKIEGO^F - zjazd do zajezdni Franowo przez przystanek: Marcinkowskiego, Os. Lecha^N - kurs obsługiwany taborem niskopodłogowym - z wyjątkiem sytuacji awaryjnych^R - zjazd do zajezdni Franowo przez przystanek: Os. Czecha, Rondo Starołęka, Rondo Rataje, Os. Lecha",0,000000,FFFFFF
202,2,"202","DWORZEC ZACHODNI - OS. SOBIESKIEGO|OS. SOBIESKIEGO - DWORZEC ZACHODNI","DWORZEC ZACHODNI - OS. SOBIESKIEGO^N - kurs obsługiwany taborem niskopodłogowym - z wyjątkiem sytuacji awaryjnych|OS. SOBIESKIEGO - DWORZEC ZACHODNI^F - zjazd do zajezdni Franowo przez przystanek: Dworzec Zachodni, Rondo Rataje^N - kurs obsługiwany taborem niskopodłogowym - z wyjątkiem sytuacji awaryjnych",0,000000,FFFFFF
231,2,"231","RONDO KAPONIERA - RONDO RATAJE|RONDO RATAJE - RONDO KAPONIERA","RONDO KAPONIERA - Roosevelta - Fredry - al. Niepodległości - Święty Marcin - al. Marcinkowskiego - Podgórna - Zielona - Mostowa - Kórnicka - Jana Pawła II - RONDO RATAJE|RONDO RATAJE - Kórnicka - Mostowa - Zielona - Podgórna - al. Marcinkowskiego - pl. Wolności - Gwarna - Święty Marcin - Roosevelta - RONDO KAPONIERA",3,000000,FFFFFF
232,2,"232","SZWAJCARSKA SZPITAL - RONDO KAPONIERA|RONDO KAPONIERA - SZWAJCARSKA SZPITAL","SZWAJCARSKA SZPITAL - Szwajcarska - Kurlandzka - Wiatraczna - Chartowo - Piaśnicka - Piłsudskiego - Zamenhofa - Krzywoustego - Królowej Jadwigi - Towarowa - Składowa - Święty Marcin - Roosevelta - RONDO KAPONIERA^K - kurs do przystanku Rondo Kaponiera na ullicy Dworcowej^R - kurs skrócony do przystanku:  Rondo Rataje|RONDO KAPONIERA - Towarowa - al. Niepodległości - Królowej Jadwigi - Krzywoustego - Jana Pawła II - Zamenhofa - Piłsudskiego - Inflancka - Piaśnicka - Chartowo - Kurlandzka - Szwajcarska - SZWAJCARSKA SZPITAL",3,000000,FFFFFF
233,2,"233","MOGILEŃSKA - RONDO KAPONIERA|RONDO KAPONIERA - MOGILEŃSKA","MOGILEŃSKA - Pusta - Warszawska - Jana Pawła II - Wyszyńskiego - Małe Garbary - Solna - al. Niepodległości - Święty Marcin - Roosevelta - RONDO KAPONIERA|RONDO KAPONIERA - Fredry - al. Niepodległości - Solna - Estkowskiego - Wyszyńskiego - Jana Pawła II - Warszawska - Pusta - MOGILEŃSKA^Z - kurs wydłużony do przystanku: Zieliniec",3,000000,FFFFFF
234,2,"234","OS. BATOREGO II - RONDO KAPONIERA|OS. BATOREGO II - RONDO KAPONIERA|RONDO KAPONIERA - OS. BATOREGO II|RONDO KAPONIERA - OS. BATOREGO II","OS. BATOREGO II - Opieńskiego - Umultowska - Stoińskiego - Łużycka - Naramowicka - Murawa - Aleje Solidarności - Szelągowska - Słowiańska - Księcia Mieszka I - Pułaskiego - Roosevelta - RONDO KAPONIERA|OS. BATOREGO II - Opieńskiego - Umultowska - Stoińskiego - Łużycka - Naramowicka - Murawa - Aleje Solidarności - Naramowicka - Szelągowska - Słowiańska - Księcia Mieszka I - Pułaskiego - Roosevelta - RONDO KAPONIERA|RONDO KAPONIERA - Pułaskiego - Winogrady - Słowiańska - Szelągowska - Murawa - Naramowicka - Łużycka - Stoińskiego - Wiechowicza - Szeligowskiego - Opieńskiego - OS. BATOREGO II|RONDO KAPONIERA - Roosevelta - Pułaskiego - Winogrady - Słowiańska - Szelągowska - Serbska - Murawa - Naramowicka - Łużycka - Stoińskiego - Wiechowicza - Szeligowskiego - Opieńskiego - OS. BATOREGO II",3,000000,FFFFFF
235,2,"235","OS. SOBIESKIEGO - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Jaroczyńskiego - Witosa - Wojciechowskiego - Połabska - Aleje Solidarności - Księcia Mieszka I - Przepadek - al. Niepodległości - Święty Marcin - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - al. Niepodległości - Księcia Mieszka I - Aleje Solidarności - Połabska - Lechicka - Wojciechowskiego - Jaroczyńskiego - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,000000,FFFFFF
236,2,"236","POZNAŃ GŁÓWNY - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Dworcowa - Roosevelta - Dąbrowskiego - Kościelna - Nad Wierzbakiem - Wojska Polskiego - Witosa - Aleje Solidarności - Piątkowska - Lutycka - Strzeszyńska - Kosowska - Zakopiańska - Biskupińska - Koszalińska - Literacka - Koszalińska - Golęcińska - Wojska Polskiego - Nad Wierzbakiem - Kościelna - Dąbrowskiego - Roosevelta - Dworcowa - POZNAŃ GŁÓWNY^L - kurs skrócony do przystanku: Literacka",3,000000,FFFFFF
237,2,"237","KOZIEGŁOWY OS. LEŚNE - STAROŁĘKA|STAROŁĘKA - KOZIEGŁOWY OS. LEŚNE","KOZIEGŁOWY OS. LEŚNE - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - Kórnicka - Jana Pawła II - Zamenhofa - Starołęcka - STAROŁĘKA^S - kurs skrócony do przystanku Rondo Śródka|STAROŁĘKA - Zamenhofa - Jana Pawła II - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - KOZIEGŁOWY OS. LEŚNE^G - kurs skrócony do przystanku: Główna^K - kurs wydłużony do przystanku: Kicin Pętla^S - kurs skrócony do przystanku: Rondo Śródka",3,000000,FFFFFF
238,2,"238","RONDO KAPONIERA - SZWAJCARSKA SZPITAL|SZWAJCARSKA SZPITAL - RONDO KAPONIERA","RONDO KAPONIERA - Roosevelta - Głogowska - Hetmańska - Zamenhofa - Orla - Pawia - Inflancka - Kurlandzka - Szwajcarska - SZWAJCARSKA SZPITAL^F - kurs wydłużony do pętli: Franowo|SZWAJCARSKA SZPITAL - Kurlandzka - Inflancka - Pawia - Orla - Hetmańska - Głogowska - Roosevelta - Święty Marcin - Roosevelta - RONDO KAPONIERA",3,000000,FFFFFF
239,2,"239","WICHROWA - POZNAŃ GŁÓWNY|STARZYNY RYNKOWA - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - WICHROWA|POZNAŃ GŁÓWNY - STARZYNY RYNKOWA","WICHROWA - Dąbrowskiego - Polska - Szpitalna - Dąbrowskiego - Kraszewskiego - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY^N - nie kursuje w nocy z niedzieli na poniedziałek|STARZYNY RYNKOWA - Starzyny/Poznańska - Kiekrz/Poznańska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Wilków Morskich - Chojnicka - Słupska - Dąbrowskiego - Polska - Szpitalna - Dąbrowskiego - Kraszewskiego - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY^N - nie kursuje w nocy z niedzieli na poniedziałek|POZNAŃ GŁÓWNY - Zwierzyniecka - Kraszewskiego - Dąbrowskiego - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Dąbrowskiego - WICHROWA^K - kurs wydłużony do pętli: Kiekrz^N - nie kursuje w nocy z niedzieli na poniedziałek^O - kurs skrócony do przystanku: Ogrody^R - kurs wydłużony do pętli: Starzyny/Rynkowa|POZNAŃ GŁÓWNY - Dworcowa - Zwierzyniecka - Kraszewskiego - Dąbrowskiego - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Słupska - Chojnicka - Wilków Morskich - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Kiekrz/Poznańska - Starzyny/Poznańska - STARZYNY RYNKOWA^K - kurs wydłużony do pętli: Kiekrz^N - nie kursuje w nocy z niedzieli na poniedziałek^O - kurs skrócony do przystanku: Ogrody^R - kurs wydłużony do pętli: Starzyny/Rynkowa",3,000000,FFFFFF
240,2,"240","KACZA - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - KACZA","KACZA - Kacza - Promienista - Jugosłowiańska - Bułgarska - Marcelińska - Grochowska - Bukowska - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - Zwierzyniecka - Bukowska - Grochowska - Marcelińska - Bułgarska - Jugosłowiańska - Promienista - Kacza - KACZA",3,000000,FFFFFF
