route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
241,10,"241","POZNAŃ GŁÓWNY - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Dworcowa - Zwierzyniecka - Kraszewskiego - Dąbrowskiego - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Nowa - Lusowo/Poznańska - Sady/Lusowska - Sady/Poznańska - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^# - Kursuje w nocy z pt./sob. i sob./nd.^S - Kurs wykonywany również w noce poprzedzające dni wolne od pracy|TARNOWO PDG CENTRUM - Sady/Szkolna - Sady/Lusowska - Lusowo/Poznańska - Lusowo/Nowa - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Szpitalna - Dąbrowskiego - Kraszewskiego - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY^# - Kursuje w nocy z pt./sob. i sob./nd.^S - Kurs wykonywany również w noce poprzedzające dni wolne od pracy",3,000000,FFFFFF
242,2,"242","PORT LOTNICZY ŁAWICA - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - PORT LOTNICZY ŁAWICA","PORT LOTNICZY ŁAWICA - Bukowska - Perzycka - Złotowska - Brzechwy - Leśnych Skrzatów - Bukowska - Bułgarska - Marcelińska - Grochowska - Bukowska - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - Zwierzyniecka - Bukowska - Grochowska - Marcelińska - Bułgarska - Bukowska - Leśnych Skrzatów - Brzechwy - Bukowska - PORT LOTNICZY ŁAWICA",3,000000,FFFFFF
243,2,"243","OS. DĘBINA - RONDO KAPONIERA|RONDO KAPONIERA - OS. DĘBINA","OS. DĘBINA - 28 Czerwca 1956 r. - Łozowa - Czechosłowacka - Dolna Wilda - Rolna - Hetmańska - 28 Czerwca 1956 r. - Wierzbięcice - Towarowa - Składowa - Święty Marcin - Roosevelta - RONDO KAPONIERA|RONDO KAPONIERA - Fredry - al. Niepodległości - Towarowa - al. Niepodległości - Wierzbięcice - 28 Czerwca 1956 r. - Hetmańska - Rolna - Wspólna - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - OS. DĘBINA^L - kurs wydłużony do pętli: Luboń/Kręta^W - kurs wydłużony do pętli: Wiry/Kościół",3,000000,FFFFFF
244,2,"244","RONDO RATAJE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Pokrzywno - Pabianicka - Tarnowska - Ostrowska - Rodawska - Glebowa - Spławie - Gospodarska - Szczepankowo - Krzywoustego - RONDO RATAJE",3,000000,FFFFFF
245,2,"245","STAROŁĘKA - MOGILEŃSKA|MOGILEŃSKA - STAROŁĘKA","STAROŁĘKA - Forteczna - Obodrzycka - Kurlandzka - Żegrze - Chartowo - Abpa Dymka - Browarna - Światopełka - Warszawska - Pusta - MOGILEŃSKA|MOGILEŃSKA - Warszawska - Browarna - Abpa Dymka - Chartowo - Żegrze - Kurlandzka - Obodrzycka - Forteczna - Starołęcka - STAROŁĘKA",3,000000,FFFFFF
246,2,"246","POZNAŃ GŁÓWNY - POZNAŃ GŁÓWNY","POZNAŃ GŁÓWNY - Dworcowa - Roosevelta - Dąbrowskiego - Kościelna - Nad Wierzbakiem - Wojska Polskiego - Golęcińska - Koszalińska - Literacka - Koszalińska - Biskupińska - Zakopiańska - Kosowska - Strzeszyńska - Lutycka - Piątkowska - Aleje Solidarności - Witosa - Wojska Polskiego - Nad Wierzbakiem - Kościelna - Dąbrowskiego - Roosevelta - Dworcowa - POZNAŃ GŁÓWNY^P - kurs skrócony do przystanku: Podolany",3,000000,FFFFFF
247,2,"247","SYPNIEWO - RONDO RATAJE|RONDO RATAJE - SYPNIEWO","SYPNIEWO - Sypniewo - Głuszyna - Starołęcka - Książęca - Starołęcka - Zamenhofa - Krzywoustego - RONDO RATAJE^M - kurs z wjazdem na przystanek: Pińczowska, Rondo Minikowo|RONDO RATAJE - Jana Pawła II - Zamenhofa - Starołęcka - Książęca - św. Antoniego - Minikowo - św. Antoniego - Starołęcka - Głuszyna - Sypniewo - SYPNIEWO",3,000000,FFFFFF
248,2,"248","RADOJEWO - RONDO KAPONIERA|RONDO KAPONIERA - RADOJEWO","RADOJEWO - Radojewo - Naramowicka - Lechicka - Wilczak - Szelągowska - Garbary - Małe Garbary - Solna - al. Niepodległości - Święty Marcin - Roosevelta - RONDO KAPONIERA|RONDO KAPONIERA - Fredry - al. Niepodległości - Solna - Garbary - Szelągowska - Serbska - Lechicka - Naramowicka - Krygowskiego - Dzięgielowa - Naramowicka - Radojewo - RADOJEWO",3,000000,FFFFFF
249,2,"249","DĘBIEC - RONDO KAPONIERA|RONDO KAPONIERA - DĘBIEC","DĘBIEC - Opolska - Leszczyńska - Zgoda - Głogowska - Roosevelta - Święty Marcin - Roosevelta - RONDO KAPONIERA^R - kurs do przystanku Rondo Kaponiera na ulicy Dworcowej z pominięciem przystanku: Most Teatralny|RONDO KAPONIERA - Głogowska - Zgoda - Czechosłowacka - Leszczyńska - Opolska - DĘBIEC",3,000000,FFFFFF
250,7,"250","GÓRCZYN - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - GÓRCZYN","GÓRCZYN - Zgoda - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Pleszewska - Komorniki/Żabikowska - Komorniki/Komornicka - Komorniki/Poznańska - Szreniawa/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Chomęcice/Poznańska - Konarzewo/Poznańska - Chomęcice/Poznańska - Głuchowo/Stawna - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - Chomęcice/Poznańska - Konarzewo/Poznańska - Chomęcice/Poznańska - Rosnowo/Sadowa - Rosnowo/Bukowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Szreniawa/Poznańska - Komorniki/Poznańska - Komorniki/Nizinna - Komorniki/Komornicka - Komorniki/Żabikowska - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN",3,000000,FFFFFF
251,2,"251","JUNIKOWO STACJA - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - JUNIKOWO STACJA","JUNIKOWO STACJA - Grunwaldzka - Matejki - Zwierzyniecka - Dworcowa - POZNAŃ GŁÓWNY|POZNAŃ GŁÓWNY - Bukowska - Grunwaldzka - JUNIKOWO STACJA^P - kurs wydłużony do przystanku: Plewiska Straż Pożarna",3,000000,FFFFFF
252,2,"252","KACZA - RONDO KAPONIERA|RONDO KAPONIERA - KACZA","KACZA - Kacza - Mrągowska - Promienista - Ściegiennego - Zgoda - Głogowska - Roosevelta - Święty Marcin - Roosevelta - RONDO KAPONIERA|RONDO KAPONIERA - Głogowska - Zgoda - Ściegiennego - Promienista - Mrągowska - Kacza - KACZA",3,000000,FFFFFF
312,5,"312","RONDO ŚRÓDKA - PROMNICE PÓŁNOCNA|PROMNICE PÓŁNOCNA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Gdyńska - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Owińska/Ks. Piotrowskiego - Bolechowo/Poznańska - Bolechowo/Poligonowa - Bolechowo-Os./Wojska Polskiego - Promnice/Północna - PROMNICE PÓŁNOCNA^S - W dni nauki szkolnej kurs przez Bolechowo-Os./Zespół Szkół^Z - Kurs przez Czerwonak/Zdroje|PROMNICE PÓŁNOCNA - Bolechowo-Os./Wojska Polskiego - Bolechowo/Poznańska - Owińska/Ks. Piotrowskiego - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Koziegłowy/Gdyńska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA^S - W dni nauki szkolnej kurs przez Bolechowo-Os./Zespół Szkół^Z - Kurs przez Czerwonak/Zdroje",3,000000,FFFFFF
320,2,"320","KOZIEGŁOWY ZAKŁADY DROBIARSKIE - RONDO ŚRÓDKA|RONDO ŚRÓDKA - KOZIEGŁOWY ZAKŁADY DROBIARSKIE","KOZIEGŁOWY ZAKŁADY DROBIARSKIE - Koziegłowy/Piaskowa - Koziegłowy/Taczaka - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Taczaka - Koziegłowy/Piaskowa - KOZIEGŁOWY ZAKŁADY DROBIARSKIE",3,525252,FFFFFF
321,2,"321","KICIN PĘTLA - RONDO ŚRÓDKA|RONDO ŚRÓDKA - KICIN PĘTLA","KICIN PĘTLA - Kicin/Poznańska - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Kicin/Poznańska - KICIN PĘTLA",3,525252,FFFFFF
322,2,"322","CZERWONAK CMENTARZ - PIĄTKOWSKA|PIĄTKOWSKA - CZERWONAK CMENTARZ","CZERWONAK CMENTARZ - Czerwonak/Św. Wojciecha - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Gdyńska - Bałtycka - Serbska - Aleje Solidarności - Piątkowska - PIĄTKOWSKA^B - kurs skrócony do przystanku: Bałtycka|PIĄTKOWSKA - Aleje Solidarności - Serbska - Bałtycka - Gdyńska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - Czerwonak/Św. Wojciecha - CZERWONAK CMENTARZ^B - kurs skrócony do przystanku: Bałtycka",3,525252,FFFFFF
323,5,"323","TUCZNO PĘTLA - RONDO ŚRÓDKA|RONDO ŚRÓDKA - TUCZNO PĘTLA","TUCZNO PĘTLA - Tuczno/Wronczyńska - Karłowice/Kasztanowa - Dębogóra/Kasztanowa - Wierzonka/Karłowicka - Wierzonka/Gminna - Mielno/Poznańska - Kliny/Poznańska - Kicin/Poznańska - Koziegłowy/Poznańska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA|RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Poznańska - Kicin/Poznańska - Kliny/Poznańska - Mielno/Poznańska - Wierzonka/Gminna - Wierzonka/Karłowicka - Dębogóra/Kasztanowa - Karłowice/Kasztanowa - Tuczno/Wronczyńska - TUCZNO PĘTLA",3,525252,FFFFFF
341,2,"341","RONDO ŚRÓDKA - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Gdyńska - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Bydgoska - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Owińska/Bydgoska - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Koziegłowy/Gdyńska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA",3,525252,FFFFFF
342,5,"342","RONDO ŚRÓDKA - PRZEBĘDOWO PĘTLA|PRZEBĘDOWO PĘTLA - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Podwale - Zawady - Główna - Gdyńska - Koziegłowy/Gdyńska - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Owińska/Ks. Piotrowskiego - Bolechowo/Poznańska - Bolechowo/Poligonowa - Bolechowo-Os./Wojska Polskiego - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA^# - Kursuje w nocy z pt./sob. i sob./nd.^B - Kurs przez Promnice, Biedrusko/Park^Z - Kurs przez Czerwonak/Zdroje|PRZEBĘDOWO PĘTLA - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Bolechowo-Os./Wojska Polskiego - Bolechowo/Poznańska - Owińska/Ks. Piotrowskiego - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Koziegłowy/Gdyńska - Gdyńska - Główna - Zawady - Podwale - Jana Pawła II - RONDO ŚRÓDKA^# - Kursuje w nocy z pt./sob. i sob./nd.^P - Kurs przez Promnice/Północna",3,525252,FFFFFF
348,2,"348","PRZEBĘDOWO PĘTLA - OS. SOBIESKIEGO|OS. SOBIESKIEGO - PRZEBĘDOWO PĘTLA","PRZEBĘDOWO PĘTLA - Przebędowo/ - M. Goślina/Rogozińska - M. Goślina/Kolejowa - M. Goślina/Wojska Polskiego - M. Goślina/Poznańska - M. Goślina/Długa - M. Goślina/Kutrzeby - Szlachęcin/ - Bolechowo-Os./Obornicka - Promnice/Wojska Polskiego - Biedrusko/Zjednoczenia - Biedrusko/Poznańska - Radojewo - Naramowicka - Krygowskiego - Uniwersytetu Poznańskiego - Umultowska - Opieńskiego - Szymanowskiego - Smoleńska - Stróżyńskiego - OS. SOBIESKIEGO|OS. SOBIESKIEGO - Szymanowskiego - Opieńskiego - Umultowska - Uniwersytetu Poznańskiego - Krygowskiego - Dzięgielowa - Naramowicka - Radojewo - Biedrusko/Poznańska - Biedrusko/Zjednoczenia - Promnice/Wojska Polskiego - Bolechowo-Os./Obornicka - Szlachęcin/ - M. Goślina/Kutrzeby - M. Goślina/Długa - M. Goślina/Poznańska - M. Goślina/Mostowa - M. Goślina/Kolejowa - M. Goślina/Rogozińska - Przebędowo/ - PRZEBĘDOWO PĘTLA",3,525252,FFFFFF
388,5,"388","DĘBOGÓRA DĄBRÓWKI - CZERWONAK STACJA|CZERWONAK STACJA - DĘBOGÓRA DĄBRÓWKI","DĘBOGÓRA DĄBRÓWKI - Dębogóra/Dębowa - Mielno/Leśna - Kliny/Poznańska - Kicin/Poznańska - Koziegłowy/Poznańska - Koziegłowy/Piłsudskiego - Czerwonak/Św. Wojciecha - Czerwonak/Polna - Czerwonak/Gdyńska - CZERWONAK STACJA^K - kurs skrócony do przystanku: Koziegłowy/Piaskowa Szkoła^Z - kurs przez Czerwonak/Zdroje|CZERWONAK STACJA - Czerwonak/Polna - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Kicin/Poznańska - Kliny/Poznańska - Mielno/Poznańska - Wierzonka/Gminna - Wierzonka/Karłowicka - Dębogóra/Kasztanowa - Dębogóra/Leśna - Dębogóra/Dębowa - DĘBOGÓRA DĄBRÓWKI^Z - kurs przez Czerwonak/Zdroje",3,525252,FFFFFF
392,5,"392","OWIŃSKA STACJA - POTASZE JODŁOWA|POTASZE JODŁOWA - OWIŃSKA STACJA","OWIŃSKA STACJA - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Bydgoska - Owińska/Ks. Piotrowskiego - Bolechówko/Lipowa - Potasze/Lipowa - POTASZE JODŁOWA|POTASZE JODŁOWA - Bolechówko/Lipowa - Owińska/Ks. Piotrowskiego - Owińska/Bydgoska - Owińska/Kolejowa - Owińska/Dworcowa - OWIŃSKA STACJA",3,525252,FFFFFF
394,5,"394","KOZIEGŁOWY PIASKOWA SZKOŁA - MIĘKOWO STOKROTKOWA|MIĘKOWO STOKROTKOWA - KOZIEGŁOWY PIASKOWA SZKOŁA","KOZIEGŁOWY PIASKOWA SZKOŁA - Koziegłowy/Piłsudskiego - Czerwonak/Św. Wojciecha - Czerwonak/Polna - Czerwonak/Gdyńska - Miękowo/Poznańska - Miękowo/Ogrodowa - Miękowo/Łąkowa - MIĘKOWO STOKROTKOWA^C - kurs skrócony do przystanku: Czerwonak/Stacja|MIĘKOWO STOKROTKOWA - Miękowo/Ogrodowa - Miękowo/Kolejowa - Czerwonak/Gdyńska - Czerwonak/Polna - Czerwonak/Jana Pawła II - Koziegłowy/Piłsudskiego - KOZIEGŁOWY PIASKOWA SZKOŁA^A - kurs do Koziegłowy Piaskowa Szkoła^C - kurs skrócony do przystanku: Czerwonak/Stacja^Z - kurs przez Czerwonak/Zdroje",3,525252,FFFFFF
396,5,"396","KOZIEGŁOWY PIASKOWA SZKOŁA - POTASZE JODŁOWA|POTASZE JODŁOWA - KOZIEGŁOWY PIASKOWA SZKOŁA","KOZIEGŁOWY PIASKOWA SZKOŁA - Koziegłowy/Piaskowa - Koziegłowy/Poznańska - Kicin/Poznańska - Kicin/Nowe Osiedle - Czerwonak/Zdroje - Czerwonak/Źródlana - Czerwonak/Leśna - Czerwonak/Gdyńska - Miękowo/Poznańska - Owińska/Poznańska - Owińska/Kolejowa - Owińska/Dworcowa - Owińska/Zielona - Bolechówko/Lipowa - Potasze/Lipowa - POTASZE JODŁOWA^K - kurs do Koziegłowy/Piaskowa Szkoła przez ul. Gdyńską i Piaskową^M - kurs z wjazdem na przystanek: Miękowo/Stokrotkowa|POTASZE JODŁOWA - Bolechówko/Lipowa - Owińska/Zielona - Owińska/Dworcowa - Owińska/Kolejowa - Owińska/Poznańska - Miękowo/Poznańska - Czerwonak/Gdyńska - Czerwonak/Leśna - Czerwonak/Źródlana - Czerwonak/Zdroje - Czerwonak/Brzozowa - Kicin/Nowe Osiedle - Kicin/Poznańska - Koziegłowy/Poznańska - Koziegłowy/Piaskowa - KOZIEGŁOWY PIASKOWA SZKOŁA^A - kurs do Czerwonak Stacja^K - kurs do Koziegłowy/Piaskowa Szkoła przez ul. Gdyńską i Piaskową^M - kurs z wjazdem na przystanek: Miękowo/Stokrotkowa",3,525252,FFFFFF
397,5,"397","TRZASKOWO WIEŚ - BIEDRUSKO PARK|BIEDRUSKO PARK - TRZASKOWO WIEŚ","TRZASKOWO WIEŚ - Trzaskowo/Trzaskowo - Bolechowo/Poligonowa - Bolechowo-Os./Kolejowa - Bolechowo-Os./Wojska Polskiego - Bolechowo-Os./Obornicka - Promnice/Leśna - Promnice/Północna - Promnice/Wojska Polskiego - Biedrusko/Zjednoczenia - BIEDRUSKO PARK^K - kurs z pominięciem przystanku: Promnice/Klonowa|BIEDRUSKO PARK - Promnice/Wojska Polskiego - Promnice/Północna - Promnice/Leśna - Bolechowo-Os./Obornicka - Bolechowo-Os./Wojska Polskiego - Bolechowo-Os./Kolejowa - Bolechowo/Poligonowa - Trzaskowo/Trzaskowo - TRZASKOWO WIEŚ^A - kurs do Bolechowo-Os. Stacja^B - kurs z pominięciem Promnice/Klonowa, skrócony do Bolechowo/Stacja^J - kurs z pominięciem Promnice/Klonowa, wydłużony do Potasze/Jodłowa^K - kurs z pominięciem przystanku: Promnice/Klonowa^P - kurs wydłużony do przystanku: Potasze/Jodłowa",3,525252,FFFFFF
431,12,"431","KLESZCZEWO PĘTLA - RONDO RATAJE|RONDO RATAJE - KLESZCZEWO PĘTLA","KLESZCZEWO PĘTLA - Kleszczewo/Poznańska - Trzek/Trzek - Tanibórz/Poznańska - Gowarzewo/Swarzędzka - Gowarzewo/Topolowa - Gowarzewo/Swarzędzka - Gowarzewo/Tulecka - Tulce/Krańcowa - Tulce/Poznańska - Szczepankowo - Krzywoustego - RONDO RATAJE^E - kurs przez Szewce|RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Tulce/Poznańska - Tulce/Krańcowa - Gowarzewo/Tulecka - Gowarzewo/Swarzędzka - Gowarzewo/Topolowa - Gowarzewo/Swarzędzka - Tanibórz/Poznańska - Trzek/Trzek - Kleszczewo/Poznańska - KLESZCZEWO PĘTLA^E - kurs przez Szewce^P - Możliwość przesiadki na linię nr 488",3,525252,FFFFFF
432,12,"432","KLESZCZEWO PĘTLA - RONDO RATAJE|RONDO RATAJE - KLESZCZEWO PĘTLA","KLESZCZEWO PĘTLA - Kleszczewo/Sportowa - Bylin/Bylin - Nagradowice/Nagradowice - Komorniki gm.Kleszczewo/Bylin - Komorniki gm.Kleszczewo/Komorniki k.Kleszczewa - Tanibórz/Jesionowa - Gowarzewo/Jesionowa - Tulce/Krańcowa - Tulce/Poznańska - Szczepankowo - Krzywoustego - RONDO RATAJE^E - kurs przez Szewce^G - kurs przez Gowarzewo^W - kurs przez Gowarzewo i Szewce|RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Tulce/Poznańska - Tulce/Krańcowa - Gowarzewo/Jesionowa - Tanibórz/Jesionowa - Komorniki gm.Kleszczewo/Komorniki k.Kleszczewa - Komorniki gm.Kleszczewo/Bylin - Nagradowice/Nagradowice - Bylin/Bylin - Kleszczewo/Sportowa - Kleszczewo/Poznańska - KLESZCZEWO PĘTLA^B - kurs przez Bylin^E - kurs przez Szewce^G - kurs przez Gowarzewo^P - Możliwość przesiadki na linię nr 488^W - kurs przez Szewce i Gowarzewo",3,525252,FFFFFF
435,12,"435","TULCE KOŚCIÓŁ - RONDO RATAJE|RONDO RATAJE - TULCE KOŚCIÓŁ","TULCE KOŚCIÓŁ - Tulce/Pocztowa - Tulce/Poznańska - Szczepankowo - Krzywoustego - RONDO RATAJE|RONDO RATAJE - Jana Pawła II - Krzywoustego - Torowa - Ługańska - Szczepankowo - Tulce/Poznańska - Tulce/Pocztowa - TULCE KOŚCIÓŁ",3,525252,FFFFFF
488,12,"488","MARKOWICE CENTRUM - KLESZCZEWO PĘTLA|KLESZCZEWO PĘTLA - MARKOWICE CENTRUM","MARKOWICE CENTRUM - Markowice/Markowice - Krerowo/Krerowo - Zimin/Zimin - Śródka/Śródka - Krzyżowniki/Krzyżowniki - Nagradowice/Nagradowice - Bylin/Bylin - Kleszczewo/Sportowa - Kleszczewo/Poznańska - KLESZCZEWO PĘTLA^$ - Linia bezpłatna, organizowana przez Gminę Kleszczewo^A - Kurs do Kleszczewo Pętla^B - Kurs przez Bugaj^P - Kurs wydłużony do Poklatek|KLESZCZEWO PĘTLA - Kleszczewo/Sportowa - Bylin/Bylin - Nagradowice/Nagradowice - Krzyżowniki/Krzyżowniki - Śródka/Śródka - Zimin/Zimin - Krerowo/Krerowo - Markowice/Markowice - MARKOWICE CENTRUM^$ - Linia bezpłatna, organizowana przez Gminę Kleszczewo^A - Kurs do Markowic przez szkołę^B - Kurs przez Bugaj^K - Kurs do Krerowa^L - Kurs skrócony do Kleszczewo/Pętla^M - Kurs do Markowic^S - Kurs skrócony do Kleszczewo/Szkoła",3,525252,FFFFFF
501,4,"501","RONDO RATAJE - KÓRNIK BNIN OSIEDLE|KÓRNIK BNIN OSIEDLE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Magazynowa - Koninko/Magazynowa - Magazynowa - Gądki/Poznańska - Poznańska - Robakowo/Poznańska - Poznańska - Skrzynki/Poznańska - Poznańska - Kórnik/Poznańska - Kórnik/pl. Niepodległości - Kórnik/Zamkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - KÓRNIK BNIN OSIEDLE^B - Kurs wydłużony do Błażejewo Os. Przylesie^M - Kurs przez Robakowo/Żernicka Magazyny^Z - Kurs przez Robakowo/Żernicka Magazyny i Kórnik: ulica Parkowa|KÓRNIK BNIN OSIEDLE - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Zaułek - Poznańska - Skrzynki/Poznańska - Poznańska - Robakowo/Poznańska - Poznańska - Gądki/Poznańska - Poznańska - Krzywoustego - RONDO RATAJE^K - Kurs przez Koninko/Węzeł^M - Kurs przez Robakowo/Żernicka Magazyny^P - Kurs przez: Kórnik, ulica Parkowa^S - kurs wykonywany tylko w dni nauki szkolnej",3,525252,FFFFFF
502,4,"502","RONDO RATAJE - KÓRNIK BNIN OSIEDLE|BŁAŻEJEWO OS. PRZYLESIE - RONDO RATAJE","RONDO RATAJE - Jana Pawła II - Krzywoustego - Koninko/Gutenberga - Magazynowa - Koninko/Magazynowa - Magazynowa - Gądki/Zbożowa - Zbożowa - Robakowo/Poznańska - Dachowa/Poznańska - Dachowa/Okrężna - Dachowa/Poznańska - Szczodrzykowo/Poznańska - Dworcowa - Szczodrzykowo/Dworcowa - Dworcowa - Dziećmierowo/Dworcowa - Zaułek - Kórnik/Poznańska - Kórnik/pl. Niepodległości - Kórnik/Parkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - KÓRNIK BNIN OSIEDLE^C - Kurs przez Robakowo/Żernicka Magazyny. W dni nauki szkolnej kurs z wjazdem na przystanek: Szczodrzykowo Szkoła|BŁAŻEJEWO OS. PRZYLESIE - Błażejewo/ - Kórnik/Śremska - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Zaułek - Dziećmierowo/Dworcowa - Dworcowa - Szczodrzykowo/Dworcowa - Dworcowa - Szczodrzykowo/Poznańska - Dachowa/Okrężna - Dachowa/Poznańska - Robakowo/Poznańska - Robakowo/Szkolna - Robakowo/Żernicka - Robakowo/Poznańska - Gądki/Zbożowa - Gądki/Poznańska - Poznańska - Koninko/Gutenberga - Krzywoustego - RONDO RATAJE^S - Kurs przez: Kórnik, ulica Parkowa. W dni nauki szkolnej kurs z wjazdem na przystanek: Szczodrzykowo Szkoła",3,525252,FFFFFF
